"A1_CITY","A2_PROVINCE","B3_GENDER","B4_AGE","B5_RELIGION","B6_ETHNIC","B7_EDUCATION_LEVEL","B8_LIVED_IN_URBAN_AREA_YEARS","B9_OCCUPATION","B10_SOCIAL_CLAS","B11_HOUSEHOLD_MEMBER","C12_HOUSEHOLD_INCOME_MONTHLY_IN_MILLION_IDR","C13_TIME_OF_INCOME_RECEIPT","C14_HOUSEHOLD_EXPENDITURE_MONTHLY_IN_MILLION_IDR","C15_%_MONTHLY_EXPENDITURE_FOR_FOOD","D16_HEALTH_FACTOR","D17_PRICE_FACTOR","E18_RELIGIOUS_VALUE_IN_TYPE_OF_FOOD","E19_RELIGIOUS_VALUE_IN_EATING_PLACES","E20_RELIGIOUS_VALUE_IN_CONSUMPTION_PATTERN","E21_CUSTOM_VALUE_IN_TYPE_OF_FOOD","E22_CUSTOM_VALUE_IN_EATING_PLACES","E23_CUSTOM_VALUE_IN_CONSUMPTION_PATTERN","24_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_RELIGIOUS_RULES","25_PRACTICE_OF_FOOD_CONSUMPTION_BASED_ON_CUSTOM_RULES","E26_BUYING_FOOD_PRODUCT_IN_THE_RIGHT_PLACE_BASED_ON_RELIGIOUS_RULES","E27_TYPE_OF_DISHES_VARIATION_BASED_ON_RELIGIOUS_RULES","E28_PRACTICE_OF_CONSUMING_TRADITIONAL_FOOD","SOURCE_FILE","PROCESS_DATE"
"JAKARTA","DKI JAKARTA","FEMALE","37","ISLAM","JAVA","BACHELOR DEGREE","37","PRIVATE EMPLOYEES","MIDDLE CLASS","6","06:04:00","WEEKLY","06:00:00","35","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","36","ISLAM","JAVA","SENIOR HIGH SCHOOL","16","PRIVATE EMPLOYEES","LOWER CLASS","5","03:04:00","DAILY","03:00:00","59","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","38","ISLAM","JAVA","DIPLOMA","18","PRIVATE EMPLOYEES","LOWER CLASS","6","02:09:00","DAILY","02:05:00","65","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","63","PROTESTANT","BUGIS","SENIOR HIGH SCHOOL","23","ENTERPRENEUR","MIDDLE CLASS","5","05:06:00","WEEKLY","05:02:00","41","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","40","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","20","ENTERPRENEUR","UPPER CLASS","5","11:02:00","MONTHLY","10:08:00","26","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","30","ISLAM","JAVA","BACHELOR DEGREE","30","ENTERPRENEUR","LOWER CLASS","6","03:07:00","DAILY","03:03:00","76","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","33","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","33","ENTERPRENEUR","UPPER CLASS","6","10:06:00","MONTHLY","10:02:00","22","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","29","ISLAM","JAVA","BACHELOR DEGREE","29","ENTERPRENEUR","UPPER CLASS","7","11:02:00","MONTHLY","11:01:00","18","AGREE","DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","27","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","27","ENTERPRENEUR","LOWER CLASS","6","03:08:00","DAILY","03:07:00","57","DISAGREE","DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","31","ISLAM","JAVA","DIPLOMA","31","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","06:02:00","WEEKLY","06:01:00","43","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","24","ISLAM","SUNDA","BACHELOR DEGREE","24","GOVERNMENT EMPLOYEES","MIDDLE CLASS","7","05:08:00","WEEKLY","05:07:00","38","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","40","CATHOLIC","JAVA","MASTER AND DOCTORAL DEGREE","40","GOVERNMENT EMPLOYEES","LOWER CLASS","8","03:01:00","DAILY","03:00:00","61","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","65","CATHOLIC","OTHER","BACHELOR DEGREE","25","GOVERNMENT EMPLOYEES","MIDDLE CLASS","7","03:04:00","WEEKLY","03:03:00","58","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","31","PROTESTANT","JAVA","BACHELOR DEGREE","21","GOVERNMENT EMPLOYEES","MIDDLE CLASS","7","05:06:00","WEEKLY","05:05:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","25","PROTESTANT","OTHER","BACHELOR DEGREE","25","GOVERNMENT EMPLOYEES","UPPER CLASS","7","12:01:00","MONTHLY","12:00:00","26","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","41","ISLAM","JAVA","BACHELOR DEGREE","21","GOVERNMENT EMPLOYEES","LOWER CLASS","7","02:09:00","DAILY","02:08:00","57","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","65","ISLAM","JAVA","SENIOR HIGH SCHOOL","27","ENTERPRENEUR","UPPER CLASS","5","10:03:00","MONTHLY","10:02:00","24","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","38","ISLAM","JAVA","DIPLOMA","18","ENTERPRENEUR","UPPER CLASS","6","14:02:00","MONTHLY","14:01:00","27","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","47","ISLAM","JAVA","DIPLOMA","27","ENTERPRENEUR","LOWER CLASS","6","03:04:00","DAILY","03:03:00","67","DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","28","ISLAM","JAVA","BACHELOR DEGREE","28","ENTERPRENEUR","MIDDLE CLASS","6","06:07:00","WEEKLY","06:06:00","36","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","48","ISLAM","SUNDA","MASTER AND DOCTORAL DEGREE","38","ENTERPRENEUR","MIDDLE CLASS","6","05:08:00","WEEKLY","05:07:00","42","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","27","ISLAM","JAVA","BACHELOR DEGREE","27","ENTERPRENEUR","LOWER CLASS","6","02:03:00","DAILY","02:02:00","73","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","39","ISLAM","JAVA","BACHELOR DEGREE","39","INDEPENDENT WORKER","LOWER CLASS","7","04:09:00","DAILY","04:08:00","41","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","53","ISLAM","BUGIS","DIPLOMA","21","INDEPENDENT WORKER","MIDDLE CLASS","6","05:09:00","WEEKLY","05:08:00","33","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","57","ISLAM","JAVA","DIPLOMA","24","INDEPENDENT WORKER","UPPER CLASS","6","11:04:00","MONTHLY","11:03:00","19","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","46","ISLAM","JAVA","DIPLOMA","46","INDEPENDENT WORKER","LOWER CLASS","6","03:00:00","DAILY","02:09:00","69","DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","53","ISLAM","JAVA","MASTER AND DOCTORAL DEGREE","27","INDEPENDENT WORKER","UPPER CLASS","6","15:07:00","MONTHLY","15:06:00","23","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","58","ISLAM","JAVA","SENIOR HIGH SCHOOL","29","INDEPENDENT WORKER","UPPER CLASS","5","13:02:00","MONTHLY","13:01:00","25","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","23","ISLAM","MADURA","MASTER AND DOCTORAL DEGREE","23","PRIVATE EMPLOYEES","LOWER CLASS","6","03:04:00","DAILY","03:01:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","STRONGLY AGREE","DISAGREE","DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","46","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","46","PRIVATE EMPLOYEES","MIDDLE CLASS","5","06:08:00","WEEKLY","06:05:00","43","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","34","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","34","PRIVATE EMPLOYEES","MIDDLE CLASS","5","04:08:00","WEEKLY","04:05:00","38","DISAGREE","DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","DISAGREE","AGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","30","PROTESTANT","SUNDA","BACHELOR DEGREE","30","PRIVATE EMPLOYEES","LOWER CLASS","6","02:09:00","DAILY","02:06:00","61","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","26","ISLAM","JAVA","BACHELOR DEGREE","26","GOVERNMENT EMPLOYEES","MIDDLE CLASS","6","03:05:00","WEEKLY","03:02:00","58","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","43","ISLAM","JAVA","BACHELOR DEGREE","43","GOVERNMENT EMPLOYEES","MIDDLE CLASS","7","05:07:00","WEEKLY","05:04:00","34","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","55","PROTESTANT","JAVA","BACHELOR DEGREE","31","ENTERPRENEUR","UPPER CLASS","6","11:03:00","MONTHLY","11:00:00","26","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","37","ISLAM","MADURA","MASTER AND DOCTORAL DEGREE","27","ENTERPRENEUR","LOWER CLASS","6","02:07:00","DAILY","02:04:00","57","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","MALE","30","ISLAM","JAVA","BACHELOR DEGREE","30","ENTERPRENEUR","UPPER CLASS","7","10:01:00","MONTHLY","09:08:00","24","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","35","CATHOLIC","JAVA","MASTER AND DOCTORAL DEGREE","23","PRIVATE EMPLOYEES","UPPER CLASS","8","12:05:00","MONTHLY","12:02:00","27","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","29","ISLAM","JAVA","BACHELOR DEGREE","19","PRIVATE EMPLOYEES","MIDDLE CLASS","7","03:02:00","WEEKLY","02:09:00","67","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","STRONGLY AGREE","AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","41","ISLAM","SUNDA","BACHELOR DEGREE","21","PRIVATE EMPLOYEES","MIDDLE CLASS","7","06:02:00","WEEKLY","05:09:00","36","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","31","PROTESTANT","SUNDA","BACHELOR DEGREE","31","PRIVATE EMPLOYEES","MIDDLE CLASS","7","06:04:00","WEEKLY","06:00:00","42","DISAGREE","DISAGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","AGREE","DISAGREE","NEITHER AGREE NOR DISAGREE","DISAGREE","DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","36","ISLAM","MINANG","BACHELOR DEGREE","36","PRIVATE EMPLOYEES","LOWER CLASS","7","03:07:00","DAILY","03:03:00","73","DISAGREE","NEITHER AGREE NOR DISAGREE","AGREE","NEITHER AGREE NOR DISAGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","52","PROTESTANT","OTHER","SENIOR HIGH SCHOOL","26","PRIVATE EMPLOYEES","LOWER CLASS","5","05:09:00","DAILY","05:05:00","41","DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
"JAKARTA","DKI JAKARTA","FEMALE","64","PROTESTANT","JAVA","PRIMARY SCHOOL","27","PRIVATE EMPLOYEES","MIDDLE CLASS","6","06:07:00","WEEKLY","06:03:00","33","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","AGREE","STRONGLY AGREE","STRONGLY AGREE","AGREE","AGREE","AGREE","NEITHER AGREE NOR DISAGREE","STRONGLY AGREE","NEITHER AGREE NOR DISAGREE","NEITHER AGREE NOR DISAGREE","DATASET_CULTURAL DIMENSION OF FOOD CONSUMPTION.XLSX","2025-10-25"
